Source,Target,Import,Export
New Zealand,Vietnam,913.61,596.38
New Zealand,Italy,1121.03,170.98
New Zealand,France,934.21,309.26
New Zealand,Netherlands,467.42,560.61
New Zealand,India,703.12,319.98
New Zealand,Canada,486.15,510.03
New Zealand,"Hong Kong, China",80.81,771.1
Norway,Germany,10975.63,35548.04
Norway,United Kingdom,4596.13,37878.59
Norway,Sweden,11114.97,12600.42
Norway,China,13121.71,9652.12
Norway,Netherlands,3571.68,12844.24
Norway,France,2840.35,13160.33
Norway,Belgium,1872.27,10744.86
Norway,United States,6275.9,4427.7
Norway,Denmark,4589.53,4736.76
Norway,Poland,3364.08,3383.84
Norway,Italy,2958.79,2147.29
Norway,Spain,2327.93,2555.83
Norway,Finland,2079.96,1777.08
Norway,Canada,2781.36,978.59
Norway,"Korea, Rep.",1022.75,2527.07
Norway,Turkey,1359.7,1648.97
Norway,Russian Federation,2549.74,446.29
Norway,Japan,1763.84,1101.77
Norway,Brazil,1567.95,720.41
Norway,India,753.74,1382.58
Oman,United Arab Emirates,11022.88,3843.46
Oman,India,2034.14,1326.42
Oman,Saudi Arabia,1459.93,1728.64
Oman,China,2164.59,1022.94
Oman,Qatar,1989.45,993.35
Oman,United States,715.65,1702.17
Oman,Brazil,1506.13,297.17
Oman,Japan,1232.11,35.62
Oman,Bahrain,724.06,116.92
Oman,Turkey,481.2,326.12
Oman,Singapore,291.61,428.27
Oman,Thailand,534.89,183.42
Oman,Kuwait,299.0,321.51
Oman,"Egypt, Arab Rep.",156.64,411.69
Oman,Malaysia,396.07,163.96
Oman,Germany,449.9,74.92
Oman,"Korea, Rep.",276.27,233.7
Panama,United States,3395.26,151.33
Panama,China,1578.19,1199.25
Panama,Japan,237.62,497.32
Panama,Mexico,649.68,35.31
Panama,Spain,275.2,328.22
Panama,Costa Rica,536.73,41.07
Panama,"Korea, Rep.",155.57,386.71
Panama,Colombia,426.7,16.0
Panama,Germany,213.84,183.79
Panama,Brazil,229.16,90.24
Panama,India,126.96,191.55
Panama,Netherlands,59.38,134.75
Panama,Argentina,164.58,0.01
Panama,Italy,149.27,10.71
Panama,Canada,82.94,49.72
Panama,Thailand,99.72,32.44
Panama,Turkey,125.17,3.92
Peru,China,14611.64,17994.76
Peru,United States,9562.26,7192.89
Peru,Brazil,3430.91,1068.31
Peru,Japan,1024.39,2780.24
Peru,"Korea, Rep.",971.92,2799.18
Peru,Canada,980.96,2740.34
Peru,India,1111.31,2509.16
Peru,Chile,1318.31,1710.96
Peru,Argentina,2313.8,163.17
Peru,Mexico,1891.3,555.46
Peru,Spain,861.92,1482.1
Peru,Germany,1186.65,1088.74
Peru,Netherlands,238.93,1891.7
Peru,Switzerland,134.0,1934.65
Peru,Colombia,1193.52,853.19
Peru,United Kingdom,235.66,1298.38
Peru,Italy,750.17,655.37
Peru,United Arab Emirates,106.19,816.06
Poland,Germany,70635.85,91052.4
Poland,China,49662.97,3320.1
Poland,Italy,16740.65,14089.02
Poland,Czech Republic,10725.39,19029.9
Poland,France,11240.22,18108.96
Poland,Russian Federation,20114.28,8789.39
Poland,Netherlands,13714.26,13801.3
Poland,United Kingdom,5401.03,16137.56
Poland,United States,10371.6,8682.72
Poland,Belgium,7036.83,8015.42
Poland,Spain,7258.3,7776.77
Poland,Slovak Republic,6342.91,8085.89
Poland,Sweden,5538.26,8754.66
Poland,Hungary,5098.01,7993.46
Poland,Austria,5349.17,7223.34
Poland,Ukraine,5041.75,7054.56
Poland,Romania,3225.11,6401.92
Poland,Turkey,6157.2,2929.41
Poland,"Korea, Rep.",7651.28,863.66
Poland,Denmark,3285.25,5168.61
Portugal,Spain,32288.59,20125.65
Portugal,Germany,12210.78,8292.67
Portugal,France,6593.86,9867.97
Portugal,Italy,5063.56,3408.38
Portugal,Netherlands,5245.02,2942.08
Portugal,United States,2368.07,4195.25
Portugal,China,4664.98,807.73
Portugal,United Kingdom,1173.68,3910.49
Portugal,Belgium,3054.59,1887.28
Portugal,Brazil,3014.6,836.28
Portugal,Poland,1786.76,1083.36
Portugal,Turkey,1391.67,733.45
Portugal,Sweden,994.81,894.51
Portugal,Russian Federation,1263.02,210.51
Portugal,Ireland,948.93,488.17
Portugal,Morocco,314.44,1026.54
Portugal,Czech Republic,689.26,561.18
Portugal,India,1071.32,168.47
Qatar,China,4550.06,13472.96
Qatar,India,1777.13,11196.94
Qatar,Japan,909.52,11843.72
Qatar,"Korea, Rep.",397.06,11191.93
Qatar,Singapore,523.78,5346.41
Qatar,United States,3312.15,1689.71
Qatar,United Kingdom,1581.46,2923.07
Qatar,Italy,1404.63,2452.32
Qatar,United Arab Emirates,61.87,3473.8
Qatar,Thailand,352.15,2716.19
Qatar,Germany,1617.59,1416.43
Qatar,Kuwait,225.5,1701.87
Qatar,Turkey,1093.45,757.49
Qatar,France,745.13,938.13
Qatar,Switzerland,1051.89,316.46
Qatar,Poland,198.61,1058.58
Romania,Germany,23473.83,18153.09
Romania,Italy,10345.4,9233.13
Romania,Hungary,7991.18,5011.87
Romania,Poland,7270.51,3522.32
Romania,France,4901.95,5647.36
Romania,Turkey,5754.0,3103.65
Romania,Bulgaria,4951.21,3459.54
Romania,China,6378.6,1341.39
Romania,Netherlands,4619.16,3032.01
Romania,Russian Federation,5623.56,1210.18
Romania,Czech Republic,3325.26,2765.96
Romania,Austria,3706.52,2230.86
Romania,Spain,2927.0,2635.06
Romania,Belgium,2876.55,1878.48
Romania,Slovak Republic,2339.68,1885.71
Romania,United Kingdom,1226.64,2552.86
Romania,United States,1035.46,1851.39
Romania,Greece,1647.55,1047.44
Romania,Ukraine,1621.81,839.25
Russian Federation,China,72693.02,68679.25
Russian Federation,Germany,27350.55,29645.65
Russian Federation,Netherlands,4284.26,42145.03
Russian Federation,Belarus,15635.53,23130.38
Russian Federation,United States,17265.49,17747.76
Russian Federation,Turkey,6514.51,26426.3
Russian Federation,Italy,12033.62,19284.24
Russian Federation,"Korea, Rep.",12986.92,16894.81
Russian Federation,United Kingdom,4466.79,22274.62
Russian Federation,Kazakhstan,7132.35,18493.81
Russian Federation,Poland,5808.05,16722.43
Russian Federation,France,12211.45,9910.3
Russian Federation,Japan,9127.29,10726.01
Russian Federation,India,4427.71,9128.11
Russian Federation,Finland,3565.55,9655.81
Russian Federation,Ukraine,4155.33,8128.98
Russian Federation,Belgium,2523.05,8671.67
Russian Federation,Czech Republic,3622.12,4016.63
Russian Federation,Brazil,2222.83,5261.22
Russian Federation,Spain,3506.09,3844.11
Saudi Arabia,China,30234.8,10957.81
Saudi Arabia,United Arab Emirates,12471.46,14750.08
Saudi Arabia,United States,16216.55,4954.29
Saudi Arabia,India,8073.8,9133.48
Saudi Arabia,"Egypt, Arab Rep.",4208.33,7782.66
Saudi Arabia,Japan,6061.96,2076.77
Saudi Arabia,Germany,7491.4,429.11
Saudi Arabia,"Korea, Rep.",3439.68,3378.33
Saudi Arabia,France,4255.11,2521.02
Saudi Arabia,Italy,4598.5,2038.72
Saudi Arabia,United Kingdom,3526.34,2298.38
Saudi Arabia,Belgium,1929.46,3879.49
Saudi Arabia,Singapore,948.72,4716.55
Saudi Arabia,Bahrain,2599.23,2283.62
Saudi Arabia,Netherlands,2099.91,2722.18
Saudi Arabia,Brazil,2459.69,1418.95
Saudi Arabia,Turkey,129.69,3456.87
Singapore,China,54610.68,67746.76
Singapore,Malaysia,53729.37,42130.41
Singapore,United States,40573.14,39316.82
Singapore,"Hong Kong, China",3248.62,60147.38
Singapore,"Korea, Rep.",22194.93,19700.44
Singapore,Japan,21803.98,18355.09
Singapore,Thailand,9805.08,15622.19
Singapore,Australia,7239.99,13038.5
Singapore,Vietnam,4383.81,15670.8
Singapore,India,7362.82,12624.31
Singapore,Germany,10292.81,7105.74
Singapore,United Arab Emirates,12546.69,4018.26
Singapore,France,11521.91,3869.64
Singapore,Netherlands,3119.16,9735.56
Singapore,Switzerland,8252.28,3427.18
Singapore,United Kingdom,6862.18,3705.48
Singapore,Saudi Arabia,6172.84,950.83
Slovak Republic,Germany,20073.86,22734.0
Slovak Republic,Czech Republic,10267.7,12128.23
Slovak Republic,Poland,5837.45,8702.18
Slovak Republic,Hungary,3790.64,7582.9
Slovak Republic,France,3711.55,6740.38
Slovak Republic,China,7656.04,2664.7
Slovak Republic,Austria,2794.78,5770.98
Slovak Republic,Italy,3584.9,4872.7
Slovak Republic,Russian Federation,6587.11,1582.58
Slovak Republic,"Korea, Rep.",5697.82,320.62
Slovak Republic,United Kingdom,1330.29,4130.32
Slovak Republic,Vietnam,4766.11,31.59
Slovak Republic,United States,1108.55,3307.15
Slovak Republic,Romania,1664.05,2558.39
Slovak Republic,Spain,1569.12,2391.35
Slovak Republic,Netherlands,1257.42,2117.38
Slovak Republic,Belgium,1039.5,1276.39
Slovak Republic,Switzerland,635.29,1512.31
Slovak Republic,Sweden,619.22,1433.42
South Africa,China,19226.8,13571.17
South Africa,United States,6576.14,12974.21
South Africa,Germany,7544.99,9374.09
South Africa,Japan,2600.4,8227.26
South Africa,United Kingdom,1871.16,8177.22
South Africa,India,5347.78,4155.53
South Africa,Netherlands,1605.48,4164.81
South Africa,Mozambique,784.44,4327.02
South Africa,Botswana,570.36,4362.59
South Africa,Belgium,1369.84,3534.91
South Africa,Saudi Arabia,4102.14,375.09
South Africa,United Arab Emirates,1882.15,2257.03
South Africa,Italy,2584.61,1178.15
South Africa,Thailand,2977.91,510.42
South Africa,"Korea, Rep.",1105.83,2164.82
South Africa,Zimbabwe,186.63,2914.7
South Africa,Spain,1575.31,1362.62
Spain,France,40390.84,59692.08
Spain,Germany,45267.77,38320.46
Spain,Italy,26751.95,31421.64
Spain,China,41200.35,10243.47
Spain,Portugal,16084.65,29415.99
Spain,United States,20212.99,17468.71
Spain,Netherlands,19757.4,13530.26
Spain,United Kingdom,10207.78,21704.47
Spain,Belgium,10996.17,17037.98
Spain,Morocco,8635.05,11235.68
Spain,Switzerland,10139.77,6794.13
Spain,Poland,7603.82,8965.69
Spain,Turkey,9847.21,6493.88
Spain,Mexico,5515.33,4871.07
Spain,Russian Federation,7136.22,2617.72
Spain,Brazil,5477.71,3066.91
Spain,Czech Republic,4949.87,3486.23
Spain,Algeria,5639.44,2232.96
Spain,Sweden,3760.0,3466.72
Sweden,Germany,31739.72,19422.65
Sweden,Norway,19043.84,20254.23
Sweden,Netherlands,18835.28,9555.51
Sweden,Denmark,12960.3,14664.11
Sweden,Finland,8292.62,13411.32
Sweden,China,12908.67,7830.59
Sweden,United States,5272.62,15301.71
Sweden,United Kingdom,5711.05,10460.67
Sweden,Poland,8842.31,7214.56
Sweden,Belgium,8257.57,6848.46
Sweden,France,7109.67,7622.16
Sweden,Italy,6594.61,5399.62
Sweden,Spain,3122.0,3665.06
Sweden,Russian Federation,2503.97,2492.75
Sweden,Czech Republic,2951.5,1677.72
Sweden,Japan,1399.41,2770.31
Sweden,Austria,2167.78,1679.54
Sweden,Turkey,1555.02,1722.77
Sweden,Estonia,1740.18,1534.07
Switzerland,Germany,62360.16,55240.47
Switzerland,United States,24292.92,62673.98
Switzerland,China,19791.19,33066.49
Switzerland,United Kingdom,36389.87,14027.38
Switzerland,Italy,24049.74,20196.86
Switzerland,France,18842.36,19252.87
Switzerland,India,2333.82,31409.24
Switzerland,Spain,9063.78,13815.87
Switzerland,Austria,10141.2,10255.17
Switzerland,"Hong Kong, China",4646.57,10191.52
Switzerland,Japan,5353.98,8441.84
Switzerland,United Arab Emirates,8715.14,4611.77
Switzerland,Netherlands,5917.81,7355.97
Switzerland,Singapore,5056.1,8100.65
Switzerland,Belgium,4408.82,5059.22
Switzerland,Canada,3448.86,4140.12
Switzerland,Poland,3064.98,3270.74
Switzerland,Thailand,1916.89,4289.5
Switzerland,"Korea, Rep.",2252.03,3644.38
Tanzania,China,2696.19,273.09
Tanzania,United Arab Emirates,1359.51,1051.73
Tanzania,India,1209.52,1008.69
Tanzania,South Africa,432.34,916.67
Tanzania,Kenya,410.88,397.22
Tanzania,Saudi Arabia,674.12,7.25
Tanzania,Switzerland,77.05,526.94
Tanzania,Japan,469.01,67.47
Tanzania,Uganda,109.66,314.02
Tanzania,United States,261.36,39.08
Tanzania,Germany,243.84,39.91
Tanzania,Turkey,237.48,22.02
Tanzania,Oman,221.09,9.34
Tanzania,Singapore,82.23,139.22
Tanzania,Netherlands,94.38,78.86
Tanzania,Belgium,65.9,101.4
Thailand,China,66426.55,36577.25
Thailand,Japan,35572.36,24558.18
Thailand,United States,14575.6,41225.33
Thailand,Malaysia,12050.78,11875.49
Thailand,Vietnam,6947.49,12276.4
Thailand,Australia,6420.73,10696.36
Thailand,Singapore,7342.44,8863.83
Thailand,"Korea, Rep.",9895.42,5799.93
Thailand,India,6412.22,8420.8
Thailand,"Hong Kong, China",2836.13,11412.04
Thailand,United Arab Emirates,9849.99,2740.73
Thailand,Germany,6198.96,4847.16
Thailand,Saudi Arabia,5819.9,1607.79
Thailand,Switzerland,5071.96,1462.95
Turkey,Germany,21726.3,19311.02
Turkey,China,32238.05,3662.75
Turkey,Russian Federation,28959.36,5774.39
Turkey,United States,13147.63,14721.82
Turkey,Italy,11562.69,11473.02
Turkey,United Kingdom,5558.19,13703.69
Turkey,France,7931.54,9123.3
Turkey,Spain,6311.61,9619.64
Turkey,Netherlands,4508.59,6764.79
Turkey,Belgium,5628.39,4899.3
Turkey,India,7936.15,1304.82
Turkey,Romania,3434.43,5175.02
Turkey,"Korea, Rep.",7597.02,996.23
Turkey,Israel,2047.08,6355.78
Turkey,Poland,3635.83,4673.82
Turkey,United Arab Emirates,2442.66,5493.36
Turkey,Ukraine,4524.67,2900.54
Turkey,"Egypt, Arab Rep.",2211.76,4513.69
Turkey,Bulgaria,2545.47,3953.44
United Arab Emirates,China,51795.57,9068.78
United Arab Emirates,India,20876.19,23978.57
United Arab Emirates,Saudi Arabia,7378.27,26564.03
United Arab Emirates,United States,16876.6,7674.5
United Arab Emirates,Switzerland,5350.07,8716.94
United Arab Emirates,Turkey,9580.88,3915.43
United Arab Emirates,Japan,10859.51,2536.02
United Arab Emirates,Oman,2587.0,10109.05
United Arab Emirates,"Hong Kong, China",1274.04,10732.83
United Arab Emirates,Italy,7979.26,2637.3
United Arab Emirates,Kuwait,1332.28,9236.24
United Arab Emirates,Germany,8299.27,1380.66
United Arab Emirates,Vietnam,7601.25,1264.89
United Arab Emirates,United Kingdom,5368.77,2597.0
United Arab Emirates,"Egypt, Arab Rep.",1688.35,5880.26
United Arab Emirates,France,6090.13,823.05
Uganda,United Arab Emirates,495.87,1844.84
Uganda,China,1351.95,39.61
Uganda,Kenya,773.23,465.55
Uganda,India,959.11,56.98
Uganda,Tanzania,743.68,95.13
Uganda,Japan,342.87,5.18
Uganda,Netherlands,200.48,78.12
Uganda,Saudi Arabia,274.52,3.59
Uganda,Germany,142.16,93.81
Uganda,South Africa,220.87,11.41
Uganda,United States,147.58,58.39
Uganda,Zimbabwe,203.86,0.53
Uganda,Italy,63.62,138.05
Uganda,Malaysia,134.33,23.86
Uganda,Zambia,143.08,5.96
United Kingdom,United States,59691.07,59891.12
United Kingdom,Germany,75512.97,40956.68
United Kingdom,China,91162.19,20890.21
United Kingdom,Netherlands,41621.02,37015.92
United Kingdom,France,30653.13,26360.47
United Kingdom,Belgium,31064.02,19964.97
United Kingdom,Switzerland,10930.95,39648.13
United Kingdom,Ireland,19445.44,29135.17
United Kingdom,Norway,35965.98,4181.24
United Kingdom,Italy,25906.74,12170.8
United Kingdom,Spain,20452.47,11205.43
United Kingdom,Russian Federation,24851.44,3819.57
United Kingdom,Turkey,15087.44,6274.17
United Kingdom,Canada,14213.11,7021.06
United Kingdom,Poland,13987.57,5533.64
United Kingdom,India,11326.32,6077.97
United Kingdom,Japan,9593.65,7568.32
United Kingdom,"Hong Kong, China",6090.54,9839.95
United Kingdom,Sweden,8844.15,6079.96
Ukraine,China,10637.83,7992.49
Ukraine,Poland,4894.82,4979.13
Ukraine,Russian Federation,5850.09,3349.12
Ukraine,Germany,6068.11,2789.96
Ukraine,Turkey,3153.88,3999.62
Ukraine,Belarus,4706.53,1462.73
Ukraine,Italy,2617.81,3240.26
Ukraine,United States,3410.06,1549.89
Ukraine,India,934.54,2513.8
Ukraine,Hungary,1517.76,1583.36
Ukraine,Netherlands,962.96,2128.42
Ukraine,Czech Republic,1457.09,1378.79
Ukraine,Spain,950.39,1639.83
Ukraine,France,1729.92,850.25
Ukraine,Romania,796.06,1500.27
Ukraine,United Kingdom,1078.05,1045.97
Ukraine,"Egypt, Arab Rep.",144.92,1909.98
Ukraine,Slovak Republic,927.18,948.56
Ukraine,Switzerland,1619.16,212.25
United States,China,541531.35,151065.18
United States,Canada,363904.69,306926.75
United States,Mexico,388357.52,276458.85
United States,Japan,139389.68,74960.7
United States,Germany,138194.63,64806.42
United States,"Korea, Rep.",98808.17,65769.49
United States,Vietnam,108195.52,10947.24
United States,United Kingdom,56949.19,61430.61
United States,India,77019.39,40130.03
United States,Netherlands,36249.61,53573.85
United States,Ireland,74048.24,13553.77
United States,Switzerland,63530.37,23968.9
United States,Italy,63045.55,21711.41
United States,France,51688.76,30678.29
United States,Brazil,32843.01,46882.04
United States,Malaysia,57840.99,15171.35
United States,Singapore,29835.43,35746.44
United States,Thailand,50428.52,12697.14
United States,Belgium,21538.6,33652.84
Vietnam,China,109850.67,55922.82
Vietnam,United States,15179.12,96327.54
Vietnam,"Korea, Rep.",56112.23,21934.46
Vietnam,Japan,22601.56,20117.89
Vietnam,Thailand,12552.84,6066.1
Vietnam,"Hong Kong, China",1631.66,11985.2
Vietnam,India,6947.56,6258.02
Vietnam,Malaysia,8132.59,4383.04
Vietnam,Australia,7948.4,4454.67
Vietnam,Germany,3936.59,7287.76
Vietnam,Netherlands,686.58,7682.04
Vietnam,Singapore,4276.73,3967.5
Vietnam,United Kingdom,847.35,5765.72
Vietnam,Brazil,4093.54,2266.96
Vietnam,Canada,760.41,5268.41
Zambia,Switzerland,16.19,4249.44
Zambia,China,810.82,1911.1
Zambia,South Africa,2015.21,262.42
Zambia,Singapore,26.9,1367.12
Zambia,India,402.96,95.48
Zambia,United Arab Emirates,363.9,30.85
Zambia,Zimbabwe,71.41,180.69
Zambia,United States,195.3,35.39
Zambia,Japan,227.8,1.93
Zambia,United Kingdom,179.93,10.64
Zambia,"Hong Kong, China",38.05,93.82
Zambia,Tanzania,51.35,79.26
Zambia,Germany,85.74,19.1
Zambia,Kenya,53.32,47.56
Zimbabwe,South Africa,3240.04,2923.05
Zimbabwe,United Arab Emirates,165.61,1725.32
Zimbabwe,China,919.74,256.07
Zimbabwe,Singapore,1044.34,3.2
Zimbabwe,Mozambique,254.56,508.64
Zimbabwe,Zambia,204.51,60.11
Zimbabwe,"Hong Kong, China",193.02,2.71
Zimbabwe,India,158.97,4.52
Zimbabwe,Belgium,26.41,134.11
Zimbabwe,United Kingdom,122.65,1.2
Zimbabwe,Botswana,42.14,36.08
Zimbabwe,Russian Federation,54.35,5.66
Zimbabwe,United States,49.63,9.27
Zimbabwe,Japan,45.13,0.1
Zimbabwe,Denmark,43.14,0.0
Zimbabwe,France,28.36,10.94
